@relation dataset_3

@attribute col0 numeric
@attribute col1 numeric
@attribute class {class0,class1,class2}

@data
0,0,class0
0,0,class1
1,1,class1
0,0,class2
1,0,class0
0,0,class2
0,0,class0
1,1,class0
0,1,class0
1,1,class2
0,0,class0
0,0,class0
0,0,class1
1,1,class1
1,0,class0
1,1,class2
0,0,class2
0,0,class0
1,1,class1
1,1,class1
0,0,class2
0,1,class2
0,0,class2
0,0,class1
1,1,class0
0,0,class2
1,1,class0
0,0,class2
1,1,class0
0,0,class2
0,0,class2
0,1,class1
0,0,class0
0,0,class0
1,0,class0
1,1,class2
0,0,class1
0,0,class2
0,1,class0
0,0,class0
0,0,class1
1,1,class2
0,1,class2
0,0,class1
0,1,class0
1,1,class1
1,1,class2
0,0,class1
0,1,class0
0,0,class1
0,0,class1
0,0,class2
0,1,class0
0,0,class0
1,1,class1
0,0,class0
1,1,class2
0,0,class0
0,0,class2
0,0,class2
1,1,class2
1,1,class1
1,1,class2
0,0,class0
1,1,class2
0,0,class2
1,1,class1
0,0,class2
0,0,class0
1,1,class1
0,1,class2
0,0,class1
1,1,class0
0,1,class0
0,0,class0
0,1,class2
1,1,class1
1,0,class0
0,0,class0
1,1,class0
0,1,class2
0,0,class2
0,1,class1
0,0,class2
0,0,class0
0,0,class0
0,0,class0
1,0,class0
0,0,class2
0,0,class2
1,0,class0
0,1,class2
1,1,class1
0,1,class2
0,0,class1
0,0,class2
1,1,class0
0,0,class0
1,1,class0
0,0,class2
0,0,class1
0,0,class0
1,1,class1
1,1,class2
1,1,class0
0,0,class2
1,0,class1
1,0,class2
1,1,class2
0,1,class2
1,0,class1
1,1,class1
0,0,class2
1,0,class2
0,0,class1
1,1,class2
0,0,class1
1,0,class1
0,0,class0
0,0,class0
0,0,class2
0,0,class1
1,1,class1
0,0,class1
1,1,class2
1,1,class2
1,1,class2
1,1,class2
0,1,class1
1,1,class1
0,1,class0
1,0,class0
0,0,class0
0,0,class2
1,0,class1
1,1,class2
1,1,class0
0,0,class2
1,0,class1
1,1,class2
1,1,class2
1,1,class0
0,0,class0
0,1,class0
0,1,class1
0,0,class0
1,1,class0
0,0,class2
0,1,class0
0,0,class0
1,0,class0
0,0,class0
0,0,class0
1,0,class0
1,0,class1
0,0,class2
0,0,class1
0,0,class2
1,1,class0
0,0,class0
0,0,class0
1,1,class0
1,1,class1
1,1,class0
1,1,class0
1,0,class2
1,1,class2
0,1,class0
0,0,class2
1,1,class2
0,1,class0
1,1,class0
1,1,class2
1,1,class0
1,1,class0
0,0,class1
1,1,class0
1,1,class0
0,1,class2
0,0,class0
0,0,class1
1,0,class1
0,0,class1
0,0,class0
0,0,class2
0,0,class0
1,1,class1
1,1,class0
0,0,class0
1,0,class1
0,1,class2
0,0,class0
1,1,class1
0,1,class0
0,0,class0
1,1,class0
0,0,class0
0,1,class0
1,1,class0
1,1,class1
1,1,class2
1,1,class1
0,0,class1
1,1,class1
0,0,class1
1,1,class2
1,1,class2
0,0,class2
1,1,class1
1,1,class2
0,1,class1
0,0,class1
0,1,class0
1,1,class0
0,0,class2
0,0,class0
0,0,class1
1,1,class0
1,1,class1
1,1,class1
0,1,class0
0,0,class1
1,1,class2
1,1,class0
0,0,class0
1,1,class2
1,0,class2
0,1,class2
1,0,class2
0,0,class1
0,0,class0
0,0,class0
1,1,class2
1,1,class2
0,0,class2
0,0,class0
1,1,class2
0,0,class1
0,0,class2
1,1,class2
0,0,class0
0,0,class2
1,0,class2
1,1,class1
1,1,class1
0,0,class2
1,1,class1
1,1,class1
1,1,class1
1,0,class2
1,1,class2
1,1,class0
0,0,class0
0,0,class1
1,1,class2
1,1,class0
0,0,class2
0,1,class1
0,0,class1
0,1,class0
0,0,class2
0,1,class2
0,0,class0
1,1,class1
0,1,class1
1,0,class2
0,0,class1
0,0,class1
1,0,class1
0,0,class2
0,0,class2
0,0,class0
0,0,class1
1,1,class2
0,0,class0
1,1,class1
0,0,class0
0,0,class1
0,0,class0
0,0,class1
1,1,class2
1,0,class0
0,0,class0
0,0,class1
1,0,class1
0,0,class0
0,0,class2
1,0,class2
0,0,class0
1,1,class1
1,1,class0
0,0,class0
1,0,class2
1,1,class0
1,0,class0
1,1,class0
0,0,class0
1,0,class0
0,1,class1
0,1,class1
0,1,class1
0,0,class0
1,1,class1
1,0,class0
0,0,class1
1,1,class1
1,1,class0
1,1,class2
0,0,class2
0,0,class1
1,1,class2
1,1,class0
0,0,class0
1,1,class2
0,0,class1
1,1,class2
1,1,class0
1,1,class1
0,0,class0
0,1,class0
0,1,class2
1,1,class2
1,1,class2
1,1,class2
0,0,class0
0,1,class2
1,1,class0
1,1,class2
1,1,class2
0,1,class2
0,0,class1
1,1,class2
1,1,class0
0,0,class1
1,1,class1
1,0,class0
0,0,class2
0,0,class1
0,0,class2
0,0,class0
1,1,class1
1,1,class1
1,0,class2
0,1,class1
0,0,class2
1,0,class2
0,0,class2
1,0,class1
0,0,class1
1,1,class0
0,1,class0
0,0,class2
0,0,class1
1,1,class0
1,1,class0
0,0,class1
0,0,class0
0,1,class1
1,1,class1
1,1,class1
0,1,class2
1,0,class0
1,1,class0
1,1,class1
0,0,class0
0,1,class2
1,1,class1
1,1,class0
0,1,class0
1,1,class2
1,1,class1
1,0,class2
0,0,class0
1,1,class1
0,1,class1
0,0,class0
1,1,class1
1,1,class0
0,0,class2
0,0,class1
0,0,class1
1,1,class0
1,0,class2
1,0,class0
0,0,class2
0,0,class1
1,0,class1
0,0,class0
0,0,class0
0,0,class1
0,1,class1
0,0,class0
1,1,class0
0,1,class0
0,0,class2
1,1,class0
1,1,class0
0,1,class1
1,1,class1
0,0,class0
0,1,class0
1,1,class1
0,1,class0
1,0,class2
0,1,class2
1,1,class0
0,0,class0
0,1,class0
0,1,class2
1,1,class2
1,1,class0
0,0,class1
1,1,class0
0,0,class2
0,0,class1
1,1,class2
0,0,class2
1,1,class1
0,0,class2
0,0,class0
0,0,class2
0,1,class1
1,1,class0
1,1,class0
0,0,class0
0,0,class2
0,0,class2
1,1,class2
0,0,class2
1,1,class0
0,0,class0
1,1,class1
0,0,class2
0,0,class1
0,0,class0
0,0,class2
0,0,class1
0,0,class2
0,0,class2
0,0,class1
0,1,class0
1,1,class0
1,0,class1
0,0,class1
0,0,class0
1,0,class0
0,0,class2
0,0,class2
1,1,class2
0,0,class0
0,0,class1
0,0,class2
0,0,class2
1,1,class0
0,0,class2
1,1,class1
0,1,class0
0,0,class1
1,1,class2
0,0,class2
1,1,class0
1,1,class0
1,1,class0
0,1,class0
0,0,class2
0,1,class1
0,0,class0
1,1,class2
1,1,class1
0,0,class0
1,1,class1
0,1,class2
1,0,class2
0,0,class2
1,1,class0
1,1,class1
1,0,class2
1,1,class2
1,1,class0
1,1,class1
0,0,class2
1,1,class1
1,1,class0
0,1,class0
0,1,class1
0,1,class2
1,1,class2
0,0,class1
0,0,class0
0,0,class1
0,0,class0
1,1,class0
1,1,class2
1,1,class2
0,0,class0
1,0,class2
1,1,class0
0,0,class1
1,1,class0
1,0,class2
1,1,class0
1,1,class0
1,1,class2
0,0,class0
1,1,class1
1,1,class1
1,0,class2
1,1,class0
0,0,class0
1,1,class1
0,0,class0
0,0,class0
0,0,class0
0,1,class2
1,1,class2
1,0,class0
0,1,class2
0,0,class1
0,0,class2
1,1,class0
1,0,class0
1,1,class2
0,1,class1
1,1,class0
1,1,class1
0,0,class2
0,0,class2
0,1,class1
0,0,class1
1,1,class1
1,1,class0
1,0,class1
1,1,class2
1,1,class0
0,0,class2
1,1,class0
0,0,class2
0,1,class1
1,0,class0
1,1,class1
1,1,class0
1,1,class2
0,1,class0
1,1,class1
1,1,class0
0,0,class2
1,1,class0
1,1,class0
1,1,class0
1,1,class1
0,0,class2
1,1,class2
0,0,class1
0,0,class1
0,1,class1
1,1,class2
1,1,class0
0,0,class0
0,0,class1
0,0,class0
1,1,class2
1,1,class0
1,1,class2
0,0,class1
0,0,class1
1,1,class0
1,1,class2
0,0,class0
1,1,class0
0,0,class2
1,1,class1
1,0,class2
0,0,class1
1,1,class1
0,1,class2
0,0,class1
1,1,class0
1,1,class0
0,0,class2
1,0,class0
1,0,class2
0,0,class2
0,0,class1
0,0,class2
1,1,class1
1,1,class1
1,1,class2
1,1,class0
0,0,class0
1,1,class0
0,1,class2
0,0,class1
1,1,class1
0,0,class2
0,0,class1
1,1,class2
0,0,class0
1,1,class0
0,0,class0
0,0,class0
0,0,class0
0,0,class2
1,1,class0
0,1,class0
0,0,class2
0,0,class1
1,1,class2
0,0,class0
0,0,class2
0,0,class0
0,0,class1
0,0,class2
1,1,class1
0,0,class0
0,0,class1
1,1,class1
1,1,class0
1,1,class0
0,0,class2
1,1,class1
1,1,class0
0,0,class0
0,0,class2
0,0,class1
0,0,class0
0,0,class2
0,0,class1
0,0,class2
0,0,class1
1,1,class2
0,0,class2
1,1,class2
1,1,class1
0,0,class2
1,0,class2
1,1,class2
1,1,class2
0,0,class0
0,0,class2
1,1,class2
1,1,class1
0,0,class1
0,1,class0
0,0,class1
0,0,class2
1,0,class0
0,0,class0
0,0,class2
