col0,col1,class
1,1,2.484908516831487
1,1,1.5586757244386744
0,1,0.3172654298111773
0,0,1.204030413761926
0,1,0.4150890222718785
0,0,2.5157793637955352
0,1,0.07186591831034887
1,0,0.620532967441103
0,0,1.2873733710283344
1,1,1.561856908278309
1,1,1.1771170451034714
0,1,0.46402208661596706
1,1,2.5285633277883783
0,1,0.6367761002179564
1,1,0.5204606601849783
0,0,1.5771538032484045
1,1,2.127487339862718
0,0,1.0115888342468566
0,0,2.5183902990586224
0,1,0.4392149709590376
1,0,0.43706453095352643
0,1,0.16861200679099608
0,0,0.7360655670056079
0,0,0.257631584879108
0,0,1.081509061705809
1,1,1.2049390195254035
1,1,0.656482473150343
0,0,1.6925238880757867
0,0,1.608035056541443
0,0,1.8864290970051567
1,1,0.5411990599805901
0,0,1.8520711917409631
1,0,0.6671282716482438
1,1,1.9238539380334772
1,1,1.790202499038836
0,0,1.164352830366812
1,1,1.387527349562555
0,0,0.9026384034267735
1,1,1.2870634447990474
0,0,1.8316945485328353
0,1,0.2766296989163192
1,1,1.7995590716117962
0,0,1.4294023241698528
0,0,0.8884010047990641
1,1,1.8594476861662772
1,1,2.0054054847370617
0,0,1.4642920886990558
1,1,0.8018933584422564
0,0,0.39954666132276495
0,1,0.2910438327420563
1,0,0.5478918143660825
0,0,0.40001271845876757
1,1,0.6388193049902124
0,1,0.1059405726325107
0,0,1.781383445313507
1,1,1.26085700097271
1,1,1.3191717491358874
1,1,1.657683891894225
0,0,3.044050780137172
1,1,0.7137690312786125
1,1,1.4653130309057152
0,0,0.5945745651250027
0,0,0.30026097464582985
0,1,0.16290896186684417
0,0,0.09702367154174157
0,0,1.8790385481837981
1,1,1.314121417239772
1,1,0.6388964153538462
0,0,3.2057442441838946
0,0,1.5160956789870337
0,0,1.1558845623531604
1,1,1.4231987838482674
0,0,1.4312777719083243
0,1,0.22367468082739636
1,0,0.20938840763278757
0,1,0.16412380306095614
1,1,1.8442526413365115
1,0,1.183475755853618
0,0,1.3549935355745235
0,0,0.5221371416342918
0,0,0.5472363266307743
0,0,1.992462463560693
0,0,1.740671178374786
1,1,0.23269689770804416
0,0,0.32387899810987736
0,0,1.0841794038270034
0,0,0.8227912806739685
0,0,3.2730342452991037
0,0,1.3991223248430895
0,0,1.8527915118127727
1,1,1.2683737526614858
1,1,1.7460241421852432
1,1,0.9949005258429436
0,0,1.3871746584221523
0,0,1.7034987975275726
1,1,2.100216312614433
1,1,1.1532764255206642
1,0,0.9392918918357055
0,1,1.3179764877535007
1,1,1.115963511824091
0,1,0.5164390268859725
1,1,1.0016549543562752
1,1,0.18638178838427988
1,1,0.23810662410856312
1,1,2.811340955955933
0,0,1.7562251430685576
0,0,0.9267289000311326
1,1,0.27119466982852164
