@relation dataset_2

@attribute col0 numeric
@attribute col1 numeric
@attribute class {class0,class1,class2}

@data
0.327332,-0.186505,class0
5.717102,5.627345,class1
4.168359,3.64173,class1
10.625579,11.550393,class2
9.46544,10.000625,class2
-0.310522,0.199898,class0
1.768504,1.905057,class0
5.275231,5.104924,class1
3.62532,3.309826,class1
-0.810023,0.163418,class0
9.063809,9.031604,class2
-0.161151,1.011587,class0
4.467054,5.551547,class1
6.853389,5.281063,class1
12.805563,11.373577,class2
-1.083635,-1.27274,class0
11.815775,10.823825,class2
10.479964,10.856198,class2
-0.354049,0.383268,class0
3.009455,3.539749,class1
-0.349934,0.630182,class0
5.525756,4.883482,class1
-0.689888,-0.859899,class0
10.439139,10.144902,class2
5.418852,5.727615,class1
4.442938,4.87155,class1
-0.308509,-0.787931,class0
1.157003,1.213211,class0
-0.052217,-0.240664,class0
2.551874,2.816966,class1
-0.20787,-0.654709,class0
-0.335911,-0.516544,class0
9.541682,9.414799,class2
2.979042,4.072499,class1
4.075793,4.946902,class1
10.476994,9.865457,class2
4.123928,4.354952,class1
1.576984,1.814765,class0
5.505408,4.526207,class1
0.962855,0.342913,class0
4.139804,4.655506,class1
5.401192,5.380127,class1
-2.591351,-2.042168,class0
-1.253692,-1.016534,class0
-1.335459,-0.766209,class0
10.32631,8.63561,class2
8.561137,9.052829,class2
-0.063162,-0.565815,class0
6.071693,5.936555,class1
9.396922,10.106971,class2
3.868263,5.211734,class1
10.107022,10.382008,class2
-1.587362,-0.919483,class0
-1.67895,-0.860575,class0
4.604839,4.048604,class1
6.548524,5.851903,class1
1.981959,2.971752,class0
1.271949,2.12688,class0
4.945668,5.196068,class1
10.826223,11.095127,class2
-0.187526,-0.46739,class0
4.186733,4.085509,class1
9.935674,10.062978,class2
0.168771,-0.057971,class0
10.193197,10.388317,class2
9.055278,9.488348,class2
0.877363,0.097592,class0
4.383198,2.83243,class1
10.945693,10.312525,class2
11.58605,10.858988,class2
-0.563514,-0.961766,class0
8.695413,8.517977,class2
6.972249,6.041903,class1
1.087146,0.899774,class0
8.521854,8.989418,class2
11.699183,11.398722,class2
10.016043,10.458685,class2
10.740493,10.473962,class2
4.654743,5.601267,class1
0.135044,-0.534283,class0
11.47616,11.197258,class2
5.127201,4.527759,class1
9.012054,10.223539,class2
10.993811,10.87806,class2
9.738111,10.283756,class2
6.152071,6.349072,class1
-0.572636,-0.293694,class0
5.426375,5.394906,class1
-0.33745,0.733664,class0
0.137605,-0.739276,class0
4.703373,4.396787,class1
0.68044,-0.463429,class0
10.342348,10.759235,class2
5.997241,6.491014,class1
8.86103,8.626832,class1
10.922198,10.471941,class2
0.690921,1.015473,class0
5.123993,5.640813,class1
-1.829024,-1.018513,class0
10.220102,8.722003,class2
9.850174,9.808152,class2
4.163261,4.194332,class1
9.157627,9.865369,class2
-1.351018,-1.262545,class0
3.662582,3.766434,class1
10.634212,11.5972,class2
0.161443,0.92217,class0
10.151759,10.355342,class2
6.18124,6.657931,class1
1.708486,1.305452,class0
6.190543,5.928513,class1
8.848628,8.980599,class2
-1.171591,-1.463515,class0
3.689602,4.615286,class1
-0.299066,-1.410713,class0
3.936714,3.964312,class1
10.816197,10.261194,class2
