col0,col1,col2,class
2.488837279137326,3.0696004624960542,2.488837279137326,class1
0.09527381272800628,-0.1750932296560241,0.09527381272800628,class0
10.136475517755898,10.982357214577679,10.136475517755898,class2
0.8546140180769017,0.36886427562054247,0.8546140180769017,class0
10.766722791911704,10.519492835424991,10.766722791911704,class2
9.744287897278996,9.906354627497398,9.744287897278996,class2
5.3642963496840235,5.077532857602562,5.3642963496840235,class1
-3.348111254802509,-2.677867609929372,-3.348111254802509,class0
4.7514910587813235,3.103587204621018,4.7514910587813235,class1
5.8248125437390215,5.205604134066062,5.8248125437390215,class1
9.040395366878533,8.721409984924774,9.040395366878533,class2
5.917520974067482,7.097246534305889,5.917520974067482,class1
0.5725364660870755,0.8927099639537729,0.5725364660870755,class0
10.15152171366506,9.520543612138754,10.15152171366506,class2
4.9478829513798335,5.260720568977005,4.9478829513798335,class1
11.291731855440192,11.101486464029005,11.291731855440192,class2
5.846011646313363,4.948781090885306,5.846011646313363,class1
-0.3197135443495719,-0.7991457541133338,-0.3197135443495719,class0
8.572595960340228,8.914961707981945,8.572595960340228,class2
5.846666253252862,6.04113025886142,5.846666253252862,class1
9.300225268240707,9.251935819046523,9.300225268240707,class2
5.931425636894644,4.778781167372685,5.931425636894644,class1
4.2537888388426195,4.221555047283989,4.2537888388426195,class1
5.162328328366613,5.140387612462074,5.162328328366613,class1
11.267205988830348,12.10412464478664,11.267205988830348,class2
10.452909717383857,9.650615017359863,10.452909717383857,class2
0.15132066565133628,1.1174175128581494,0.15132066565133628,class0
4.833341678556159,5.8090239372171695,4.833341678556159,class1
-0.7264951192443307,-0.7097006643703896,-0.7264951192443307,class0
9.395422297853582,9.033804722358239,9.395422297853582,class2
5.852312479279076,5.98814996636678,5.852312479279076,class1
5.075604075756929,6.551622699008746,5.075604075756929,class1
5.023749668997246,5.029526268981636,5.023749668997246,class1
5.103223215793019,4.260314562251731,5.103223215793019,class1
4.573492376153165,3.792474289756899,4.573492376153165,class1
8.800228885664994,9.648230317133825,8.800228885664994,class2
7.767457535792957,8.67474550861072,7.767457535792957,class2
5.090437787927469,5.377210723705873,5.090437787927469,class1
7.949573924570899,7.857153788290003,7.949573924570899,class2
5.957745502583949,4.717891774798995,5.957745502583949,class1
0.44089700721467007,0.1136335950760477,0.44089700721467007,class0
5.42333590908919,6.2906329339890945,5.42333590908919,class1
4.7800110998322065,5.271435401131581,4.7800110998322065,class1
4.497992569692248,4.468793784195321,4.497992569692248,class1
-1.2513549601029292,-1.160989505485519,-1.2513549601029292,class0
8.130897676264107,7.6106573716236445,8.130897676264107,class2
6.532128653187802,6.028358768735776,6.532128653187802,class1
10.10635306935157,10.227277269140112,10.10635306935157,class2
8.216652256098808,8.503037890967118,8.216652256098808,class2
5.095987065054756,4.6166358739229345,5.095987065054756,class1
4.783666822595692,5.738785109482889,4.783666822595692,class1
11.28453186474863,10.621989582696573,11.28453186474863,class2
5.4111619437226315,5.696774783202535,5.4111619437226315,class1
0.04777347653042409,0.16659331463145766,0.04777347653042409,class0
5.767531345215274,4.368765047826311,5.767531345215274,class1
0.9487972323779172,0.809647219052352,0.9487972323779172,class0
9.169394086853025,9.033536741163037,9.169394086853025,class2
4.876797984663936,4.160579855575956,4.876797984663936,class1
