@relation dataset_11

@attribute col0 numeric
@attribute col1 numeric
@attribute class numeric

@data
5.837895,5.372039,1
0.036914,0.072707,0
4.717524,4.497131,1
0.602818,0.766214,0
4.270703,4.434581,1
-0.621001,0.269555,0
-0.382743,-0.092215,0
0.383459,0.523011,0
4.353627,4.876817,1
3.762806,2.891235,1
0.692945,0.397031,0
4.355876,5.149762,1
0.359055,0.594051,0
4.881202,5.006537,1
5.341953,4.251391,1
5.084085,5.654673,1
-0.536122,0.492841,0
3.32364,4.023792,1
5.378119,4.66578,1
-0.971346,-0.825513,0
5.390697,4.95485,1
3.600937,3.034165,1
3.539505,3.660196,1
6.323298,6.370369,1
6.457099,5.302556,1
-1.322258,-2.226176,0
1.636598,-0.045246,0
-1.883168,-0.618861,0
-1.566881,-1.813184,0
7.167767,6.786221,1
5.663901,5.255047,1
-0.187424,0.030825,0
5.12994,5.1744,1
6.410986,5.73971,1
0.101694,-0.469402,0
-1.731585,-1.038766,0
-1.070622,-0.693513,0
4.016736,4.559897,1
-1.631171,-2.594529,0
5.857572,5.71206,1
5.240755,4.757329,1
-0.053157,-0.067162,0
4.824471,4.833852,1
5.593593,5.931321,1
-1.092853,-1.517884,0
0.087675,0.37094,0
5.07191,5.426636,1
-1.97899,-1.204539,0
0.88505,0.509847,0
-1.080769,-1.395405,0
4.907103,4.635772,1
6.275588,4.859401,1
5.778675,6.125711,1
3.648428,4.944265,1
1.105076,0.834917,0
0.322039,0.21175,0
4.20659,4.386342,1
-0.741329,-0.033834,0
-0.147138,0.24677,0
4.611268,3.357963,1
6.082969,5.770042,1
4.520308,5.346457,1
-0.316798,0.232286,0
3.792824,3.984411,1
4.831301,5.242573,1
6.665262,6.041019,1
0.107386,1.158537,0
4.575358,5.072473,1
-0.740867,0.711507,0
5.892397,5.924051,1
4.811634,4.747457,1
-1.291498,-0.636874,0
5.156233,4.218021,1
-0.833496,-0.540017,0
3.962355,3.827506,1
0.94029,0.56755,0
6.353177,6.14859,1
-0.477582,-0.531304,0
3.897855,4.607332,1
5.108215,5.776104,1
0.620377,0.718762,0
0.130631,-0.880342,0
1.369307,1.007897,0
4.577829,5.349605,1
5.886649,6.390843,1
4.168706,3.424898,1
0.304195,-0.30583,0
3.902841,4.3707,1
0.3152,0.796261,0
0.954525,0.677892,0
4.110512,3.717119,1
-0.19488,0.511619,0
-0.421621,-0.774071,0
5.05456,5.042399,1
0.748569,-0.110074,0
-1.594475,-1.558015,0
5.43751,5.198586,1
4.554602,4.795522,1
3.658258,4.111385,1
4.118345,3.775099,1
2.973694,3.616571,1
-1.246215,-0.900108,0
-0.724815,-0.811242,0
5.897611,5.15401,1
4.880128,5.755876,1
4.310202,4.272869,1
3.856362,5.025149,1
1.309588,0.882484,0
4.498766,4.218424,1
6.484807,6.47183,1
3.977759,4.325983,1
0.660814,1.106419,0
-1.217075,-1.43597,0
-0.044528,-0.031034,0
