@relation dataset_12

@attribute col0 numeric
@attribute col1 numeric
@attribute class numeric

@data
-0.984162,-1.180466,1.536904
-0.199651,-0.631953,0.662741
0.284139,1.411581,1.439895
1.210631,0.65306,1.375541
0.446884,0.35053,0.567958
1.510397,1.082249,1.858107
1.402337,1.433219,2.00516
-1.602029,-0.462829,1.667545
1.220462,1.340597,1.812933
0.097521,0.530373,0.539265
-0.150116,-1.182941,1.192428
-0.913728,0.247982,0.94678
-1.004211,0.284356,1.043695
-0.380907,0.223825,0.441801
-2.457899,-2.255305,3.335816
-1.052326,-1.10682,1.527233
1.724237,1.845142,2.52538
1.029451,0.10699,1.034996
0.868468,1.16295,1.451444
-0.108041,0.280316,0.300416
-0.799843,-1.282865,1.511785
-0.024544,0.785398,0.785782
2.153255,2.73328,3.479558
0.05898,-0.499014,0.502488
1.165467,0.841648,1.437597
0.316823,0.172278,0.360634
-0.350462,0.448865,0.569477
0.088012,0.033326,0.094111
-1.885467,-1.903227,2.679041
0.106502,-0.554688,0.56482
1.248293,0.223967,1.268225
0.744221,0.145996,0.758406
0.219246,-0.086176,0.235574
-1.349431,-2.370346,2.727546
1.310634,0.995565,1.645877
1.190466,0.740198,1.40182
0.597375,-0.122359,0.609777
0.604832,0.122934,0.617199
-0.41267,0.058036,0.416731
1.869816,0.434016,1.919527
-1.291083,-1.195677,1.759698
0.7523,-0.234087,0.787878
-0.922343,-0.444305,1.023779
0.94701,-0.008092,0.947045
0.252693,0.704155,0.748123
-1.023176,-1.580911,1.883128
-1.036059,-0.059532,1.037768
0.16818,0.877962,0.893925
0.853159,0.155961,0.867297
0.972605,0.909872,1.331851
-0.546202,0.086247,0.55297
0.413877,0.614455,0.740843
-0.596482,-1.594539,1.702453
0.292939,0.702639,0.761259
-0.407068,-0.013474,0.407291
-0.233488,0.096772,0.252748
-2.244741,-1.748024,2.845075
-0.510322,0.258101,0.571878
-1.44543,-0.384257,1.495634
1.553478,1.83739,2.406096
0.007808,0.108471,0.108752
-2.560891,-2.34215,3.470422
-1.422969,-1.37594,1.979407
1.118547,0.66142,1.29947
-1.027288,-1.467013,1.790934
-1.654305,-2.112989,2.683551
-0.212445,-0.504854,0.547732
-0.394797,-0.327161,0.512736
1.780747,1.534819,2.3509
0.126012,-0.528945,0.543747
0.353979,0.856606,0.926863
-0.94365,-1.475903,1.751789
2.000368,1.617115,2.572262
-0.13596,-0.39859,0.42114
0.335431,0.550238,0.644419
0.039902,0.474367,0.476042
-0.843557,-1.632045,1.837161
-0.974547,0.303249,1.020638
-0.081862,0.628701,0.634008
0.345039,0.205125,0.401408
-0.260827,-0.264356,0.371369
-0.615606,-1.441437,1.56739
0.48526,-0.729127,0.875844
2.031671,1.465564,2.505108
0.355806,0.723558,0.806309
1.2424,0.721726,1.436818
0.114797,-0.02897,0.118396
0.329624,-0.17136,0.371505
0.446316,-1.323465,1.396696
-0.7258,-0.645185,0.971107
-2.256559,-2.315656,3.233314
0.369849,0.699322,0.791101
-0.500147,-0.758903,0.90889
0.325767,0.447885,0.553827
-0.533056,-0.753993,0.923392
-0.949161,-0.364801,1.016851
1.227015,1.013272,1.591316
2.041682,0.753058,2.176135
0.925601,1.657489,1.898422
-0.615847,-1.237541,1.382309
1.061802,1.270565,1.655826
1.715786,1.175708,2.079954
-1.275359,-1.323783,1.83819
-0.813447,-0.363043,0.890784
0.080609,0.365602,0.374383
0.329986,0.216253,0.394533
-0.127766,0.143973,0.19249
1.399288,0.039918,1.399858
0.064963,-0.6002,0.603705
2.025042,0.987067,2.252797
-0.173826,0.875744,0.892829
