@relation dataset_5

@attribute col0 numeric
@attribute col1 numeric
@attribute class {class2,class1,class0}

@data
9.798289,?,class2
5.024691,?,class1
6.34592,?,class1
4.732199,?,class1
10.571666,?,class2
10.831886,?,class2
5.034542,?,class1
0.980114,?,class0
6.19083,?,class1
-0.228258,?,class0
-0.310432,?,class0
-1.405173,?,class0
10.668059,?,class2
10.087717,?,class2
4.109399,?,class1
10.048663,?,class2
10.208919,?,class2
11.158943,?,class2
-1.000257,?,class0
5.336038,?,class1
0.599758,?,class0
3.881162,?,class1
-0.49622,?,class0
11.336997,?,class2
-0.086541,?,class0
-0.129617,?,class0
-1.272413,?,class0
10.32397,?,class2
-0.416837,?,class0
6.110283,?,class1
8.935482,?,class2
6.005183,?,class1
9.973997,?,class2
0.018674,?,class0
7.405938,?,class2
9.46282,?,class2
11.083503,?,class2
4.065083,?,class1
0.869635,?,class0
4.977268,?,class1
6.580545,?,class1
11.294066,?,class2
11.539101,?,class2
5.298396,?,class1
-1.620255,?,class0
12.172392,?,class2
0.126341,?,class0
2.865317,?,class1
10.291203,?,class2
0.609841,?,class0
-0.493251,?,class0
10.91335,?,class2
0.605505,?,class0
4.562153,?,class1
1.906509,?,class0
10.522659,?,class2
4.674049,?,class1
4.978287,?,class1
4.283716,?,class1
11.46611,?,class2
-1.86137,?,class0
1.593823,?,class0
-0.069428,?,class0
9.833341,?,class2
-1.198301,?,class0
1.00143,?,class0
8.947597,?,class2
6.565854,?,class1
8.70181,?,class2
10.926499,?,class2
10.525594,?,class2
5.527505,?,class1
4.305093,?,class1
5.398086,?,class1
9.591218,?,class2
9.642287,?,class2
-1.20009,?,class0
11.336632,?,class2
10.37483,?,class2
0.655694,?,class0
5.325256,?,class1
-1.405783,?,class0
4.690881,?,class1
10.199274,?,class2
0.205134,?,class0
0.053456,?,class0
0.344618,?,class0
9.312808,?,class2
6.085199,?,class1
4.298261,?,class1
5.622049,?,class1
6.232168,?,class1
10.47243,?,class2
-1.570208,?,class0
10.287568,?,class2
5.020445,?,class1
4.637178,?,class1
9.143909,?,class2
3.51025,?,class1
-2.216133,?,class0
1.591623,?,class0
10.138049,?,class2
4.851397,?,class1
-1.634823,?,class0
-0.418651,?,class0
3.183783,?,class1
-0.792027,?,class0
10.235506,?,class2
5.24462,?,class1
-0.615766,?,class0
5.447681,?,class1
-0.379711,?,class0
5.509444,?,class1
0.066416,?,class0
4.020272,?,class1
-0.157199,?,class0
-0.578732,?,class0
4.595626,?,class1
5.913572,?,class1
4.118875,?,class1
4.569929,?,class1
4.276941,?,class1
11.418008,?,class2
9.491316,?,class2
3.398008,?,class1
-0.111172,?,class0
0.424247,?,class0
10.462447,?,class2
10.518028,?,class2
10.378131,?,class2
11.736212,?,class2
0.129499,?,class0
7.178688,?,class1
0.539327,?,class0
-0.758868,?,class0
7.522362,?,class1
0.540853,?,class0
5.34392,?,class1
9.149141,?,class2
0.076348,?,class0
8.81608,?,class2
0.122332,?,class0
-1.798068,?,class0
0.438441,?,class0
10.194602,?,class2
0.019882,?,class0
4.364107,?,class1
2.670706,?,class1
8.920204,?,class2
3.94368,?,class1
5.69336,?,class1
5.128498,?,class1
5.293542,?,class1
6.668269,?,class1
-1.098961,?,class0
10.072433,?,class2
5.484672,?,class1
0.580784,?,class0
9.269809,?,class2
5.698454,?,class1
11.225578,?,class2
10.31102,?,class2
12.137607,?,class2
5.965604,?,class1
4.98423,?,class1
10.706238,?,class2
10.032014,?,class2
4.145127,?,class1
-0.504353,?,class0
9.182051,?,class2
9.027891,?,class2
10.001569,?,class2
4.97165,?,class1
6.004987,?,class1
3.80559,?,class1
9.579825,?,class2
-0.060579,?,class0
5.719938,?,class1
9.403317,?,class2
-1.070103,?,class0
8.671063,?,class2
6.17635,?,class1
-0.099021,?,class0
1.577599,?,class0
11.081525,?,class2
9.85609,?,class2
3.33533,?,class1
4.810887,?,class1
6.227843,?,class1
3.140312,?,class1
11.392546,?,class2
-1.394919,?,class0
9.736302,?,class2
4.216228,?,class1
5.715898,?,class1
3.010306,?,class1
0.025242,?,class0
8.97592,?,class2
7.791719,?,class2
5.683206,?,class1
6.004685,?,class1
8.138381,?,class2
10.438706,?,class2
3.123107,?,class1
8.923462,?,class2
-0.838388,?,class0
-0.84251,?,class0
4.284862,?,class1
9.239731,?,class2
11.420972,?,class2
0.754939,?,class0
-0.526655,?,class0
-1.586386,?,class0
5.257351,?,class1
0.587263,?,class0
0.158854,?,class0
0.542218,?,class0
10.383185,?,class2
5.478845,?,class1
4.220426,?,class1
6.853418,?,class1
9.387778,?,class2
4.011323,?,class1
8.823797,?,class2
9.752893,?,class2
4.880246,?,class1
