col0,col1,col2,class
-0.8856122436991952,-1.2111285142058013,-1.2111285142058013,1.5003803931377784
0.5773763175295125,-0.761431671032231,-0.761431671032231,0.9555844293911847
0.3938272044835406,1.1299873720203168,1.1299873720203168,1.1966500440465886
0.9007135972472711,9.815125538725766E-4,9.815125538725766E-4,0.9007141320269226
1.0981536456987373,0.4697559439217461,0.4697559439217461,1.1944086722773066
1.8382769561031786,1.0258856341294111,1.0258856341294111,2.1051611581190337
-0.6591679207054145,-0.39128457074227896,-0.39128457074227896,0.7665546053531146
0.21446511621918257,0.2576025259482254,0.2576025259482254,0.33519300029954924
-0.9516684742825069,-0.8948772742415001,-0.8948772742415001,1.306322403121485
-0.4956086701519026,-0.2922302614197714,-0.2922302614197714,0.5753490067943154
-0.32795168313211376,-0.37294354401296786,-0.37294354401296786,0.4966278219050347
0.21716960748047018,-0.2288690172987325,-0.2288690172987325,0.3155054127784641
0.6819404994195908,-0.03184092251043269,-0.03184092251043269,0.682683447210313
-0.13619167613360728,1.0984295770944636,1.0984295770944636,1.1068404169002881
0.1244677897803471,0.06999366406871355,0.06999366406871355,0.14279826225332226
0.48675262134226616,-0.25831382942144243,-0.25831382942144243,0.5510482273394386
-0.5917933803608706,0.027181535287123193,0.027181535287123193,0.5924172861248321
0.1314253814240481,0.2018724463937001,0.2018724463937001,0.24088402914148097
0.28322668275602564,-0.3037732007452705,-0.3037732007452705,0.41532578937023495
0.009870435285477819,-0.37615464308241564,-0.37615464308241564,0.3762841227120596
0.4363361721510242,-0.050967556483979104,-0.050967556483979104,0.4393027964187752
1.0098840265646558,1.0630383719302592,1.0630383719302592,1.4662592974322715
0.3120988588850714,0.2905013230105103,0.2905013230105103,0.42637626152052666
-0.7038812984270009,0.18228009798025346,0.18228009798025346,0.7271003482291639
-1.4018005413339982,-1.0279074537590893,-1.0279074537590893,1.7382860786354428
-0.0012107914427052224,-0.22898709173188653,-0.22898709173188653,0.2289902927980685
-1.0096708205087503,-1.0057009112538087,-1.0057009112538087,1.4250857829209982
-0.09880632594739601,-0.05471691506516382,-0.05471691506516382,0.11294525594938201
-0.30210162541421026,-0.09199945010382769,-0.09199945010382769,0.3157994472720218
-0.3871014204342629,-0.8958136027469289,-0.8958136027469289,0.9758737216303431
1.764022700708571,1.2311455088780263,1.2311455088780263,2.1511613962336007
-0.37921520299023026,-0.38959807616698405,-0.38959807616698405,0.5436826566407436
-0.04468439367406907,0.4485475671220429,0.4485475671220429,0.45076780609214184
1.3106497725994493,0.5636236801838695,0.5636236801838695,1.4267005569771805
0.4700496852166555,1.0818306508184643,1.0818306508184643,1.179535613545678
-1.2989342752474249,-1.4496771407817666,-1.4496771407817666,1.9464824848730982
