col0,col1,col2,col3,col4,col5,class
-0.46001650462991683,0,nom_2_0,nom_3_0,0,?,0.5832842231744141
0.49334807178263884,?,nom_2_0,nom_3_0,?,?,0.8790835434633305
2.038000784481841,1,nom_2_1,nom_3_1,1,?,3.8095190433968757
-1.6382291096827772,0,nom_2_0,nom_3_0,0,?,2.7991779263533343
1.3486548492879236,1,nom_2_1,nom_3_1,1,?,?
1.3992344913256525,1,nom_2_1,nom_3_1,1,?,3.478562358093632
0.05301027272236253,0,nom_2_0,nom_3_1,0,?,0.7131917861011251
1.3247344534573728,1,nom_2_1,nom_3_1,1,?,2.6537564317788656
0.24080794727657656,1,nom_2_0,nom_3_1,1,?,0.8855382863045864
360.45967569185586,1,nom_2_0,nom_3_1,1,?,0.6779297938283102
-1.431150125865774,?,nom_2_0,nom_3_0,?,?,2.407461354045789
2.0443871547141175,1,nom_2_1,nom_3_1,1,?,2.8092423916914795
0.33571886470142737,1,nom_2_1,nom_3_1,1,?,0.9312460898072594
-1.3571146273813424,1,nom_2_0,nom_3_0,1,?,1.4791467451683395
-0.2913475304987451,0,nom_2_0,nom_3_0,0,?,0.5207141958661289
0.032346077071885644,?,nom_2_0,nom_3_0,?,?,0.2731546815063102
-0.009188587294122065,0,nom_2_0,nom_3_0,0,?,0.3789159231259068
1.2454620741334526,1,nom_2_1,nom_3_1,1,?,?
-0.7384223816055586,?,nom_2_0,nom_3_0,?,?,2.094453814552804
1.5868989587347262,1,nom_2_1,nom_3_1,1,?,2.369318892623781
0.88802103214708,1,nom_2_1,nom_3_1,1,?,3.0677407950483904
-0.709267366076266,0,nom_2_0,nom_3_0,0,?,0.8099000593237434
0.3231658472791775,1,nom_2_0,nom_3_1,1,?,0.6260476687556324
-1.3417321968580507,1,nom_2_0,nom_3_0,1,?,1.9060704701132833
0.94428248095597,1,nom_2_1,nom_3_1,1,?,2.3085315748301483
-1.2601071939482995,0,nom_2_0,nom_3_0,0,?,2.9914050540599444
0.5047612940244596,1,nom_2_0,nom_3_0,1,?,0.7606001160319935
-0.04685727112924609,0,nom_2_0,nom_3_0,0,?,1.1000346438631405
0.9032415064758748,1,nom_2_1,nom_3_1,1,?,1.7473624021547822
-0.2033303972631309,0,nom_2_0,nom_3_0,0,?,?
-0.12421897709491143,1,nom_2_1,nom_3_0,1,?,0.3539610872156916
0.5826833330760913,1,nom_2_1,nom_3_0,1,?,2.1553798492019447
1.1453542666799703,1,nom_2_1,nom_3_0,1,?,1.5068051698621105
1.2507422083945703,1,nom_2_1,nom_3_1,1,?,2.5019873519728186
0.7229188177360791,1,nom_2_1,nom_3_1,1,?,1.6414703769445949
-1.8158481941532887,0,nom_2_0,nom_3_0,0,?,1.8333144872060838
1.7173239705088392,1,nom_2_1,nom_3_1,1,?,2.8032931610308736
-0.4426415301446849,?,nom_2_0,nom_3_1,?,?,0.776673486831256
-2.0218893146476726,0,nom_2_0,nom_3_0,0,?,?
3.02175342736721,1,nom_2_1,nom_3_1,1,?,5.0964509327944905
-0.07910744486068266,0,nom_2_0,nom_3_0,0,?,1.743239943503136
