col0,col1,class
9.284771131919127,9.047129136023173,class2
8.817330481032396,8.766400216850721,class2
4.809643586625865,5.068563187356916,class1
9.8269101521212,9.78530115581164,class2
-0.11048366572807744,-0.6855327496676744,class0
3.4869687870240003,3.5770288625750055,class1
4.040280822965215,4.826358131270791,class1
11.143283592010121,10.037832229807323,class2
4.093311266140237,4.56421457157534,class1
0.3535139731850844,0.9661525513549991,class0
9.88347533850869,9.761839207637651,class2
9.894538608603273,9.043405326965866,class2
-0.6404397766440518,-0.3753647089124208,class0
5.315944989344716,4.5793666821559045,class1
-1.318437466357286,-1.7311576553556933,class0
4.945626525466332,5.4178548920662255,class1
9.441670104453998,10.040191261920947,class2
9.708815969802016,9.251806770952323,class2
0.18055433246739389,-0.3085045453568023,class0
8.951560279131868,9.597442928768105,class2
7.0141893433931255,7.7102416078382205,class2
5.0979570272424155,5.474675872593181,class1
8.423994747104983,7.871382185165559,class2
3.7364951999724845,5.444818928433607,class1
5.373481785200358,4.627988808404033,class1
3.675819514853266,3.4541611251041164,class1
-0.4147731413054217,-0.37030292188939806,class0
5.245379173352946,4.738996735677044,class1
10.609179173522703,9.785281956485509,class2
3.063041402617219,4.106119097461057,class1
0.9617331778014084,0.858397538854053,class0
6.3237029412792625,5.866699715671109,class1
4.30770229420694,4.383211130116148,class1
0.7507977051204764,2.2597699825010245,class0
0.6409024690779337,0.6995032256835252,class0
4.760749736073195,4.304533456732491,class1
-0.5735383015971994,-0.3986676716101864,class0
4.4110497217994515,4.603128261372326,class1
0.25139919844599945,-0.09863522667897556,class0
10.751350382006953,10.678533347653072,class2
7.855387313150056,7.241376118803435,class2
6.288238027557817,5.771021810752098,class1
8.697247303101722,8.37246680818678,class2
-0.258637347157507,-0.29039962248322315,class0
-0.6013046081109653,-1.0230963519643037,class0
-1.3184441601258856,-0.10814511274757466,class0
2.4421096659769668,2.3476518400885524,class1
4.865409074060771,5.642318814157179,class1
6.108877190351886,5.826639249948844,class1
9.364620906266998,9.878953699669381,class2
4.934428490381013,4.005345378631865,class1
0.7556475946123813,0.7231179727303914,class0
10.633106240821503,9.84279439545406,class2
5.2902974266695395,5.5889614570269535,class1
3.466352561783947,4.26489621630812,class1
4.283990989646802,4.62475635805699,class1
5054.289934330858,4.481805573107324,class1
8.711353767914616,8.021631168116418,class2
-0.5530448431757273,0.38668209674432763,class0
10.00854681900776,10.565562282561611,class2
0.6229043269323253,0.8004094711437605,class0
8.514370498580057,7.788062556050434,class2
-0.10795946851803939,1.2729980058082317,class0
4.607436616856127,4.518483864032434,class1
8.036602326814663,8.63181332947509,class2
6.308454032896773,6.450731989427384,class1
10.97773580462596,11.159708055877148,class2
6.45397267869817,6.91310888556797,class1
10.798042890588158,10.014661880605296,class2
9.316521252629475,8.806121212304015,class2
-0.0995366743401167,-0.7493487040466154,class0
-0.8409221450881185,-0.7874804156900362,class0
-0.872004049067277,-0.8966749884571095,class0
1.0779007725197571,1.0746140092757974,class0
9.817933286101384,9.415610872004141,class2
10402.054746379097,10.485610530600542,class2
-1.6901050302431901,-1.8979011398594212,class0
-0.2060442519431314,-0.4336963812329267,class0
1.9830740754132132,1.2010623227023032,class0
0.6262567995934718,0.7503515355573653,class0
10.922409486073558,10.538713650999961,class2
5.068827610832002,3.758973242583317,class1
5.632657281499965,5.661343357813613,class1
9.935756484147426,10.129089768284405,class2
5.58541966900061,5.385439991083031,class1
5.444865209166712,5.680004554002134,class1
-1.0137719575782453,0.025387548121935555,class0
7.311158856232938,7.1244062450821275,class2
-0.8736907928614704,-0.9235630082599905,class0
9.887585677082086,9.164706370505087,class2
5913.7299737995,6.312229573383526,class1
4.579347065095858,3.321711859871411,class1
-0.7440646662042993,-0.33510315653204564,class0
-0.6581907963164115,-0.9177470537469145,class0
5.1636761497366095,4.082576871055012,class1
1.482283741127264,0.5070151973572985,class0
4.423823789896241,3.7553788281977605,class1
8.845994548373362,9.792596331348353,class2
-0.8968713017142766,-1.3394173010570218,class0
-0.8768354249256511,0.6250194424286833,class0
-0.01995243939803859,0.20671360782207723,class0
5.174835922757532,4.701648972331426,class1
5.23042846019717,5.15640426683906,class1
5.823457255503735,5.101750819867602,class1
5.0190196464911665,5.095445709909021,class1
10.014470856439784,10.187206278429208,class2
-0.41892340551074353,0.45442952629904887,class0
8.02309884594969,9.268200800754256,class2
3.2515386102273633,4.024940111629297,class1
11.19142405746864,11.525357436953037,class2
0.1891330811976274,-0.3732615753804959,class0
11.561204860584041,10.915642658759008,class2
0.6391773952461377,0.42153998803594006,class0
7.580030664360487,8.1179513710724,class2
5.3239976139319625,5.605816820176576,class1
0.7005757133649919,0.9062829270580961,class0
4.4493681463978305,4.901332195852266,class1
8.820403438701542,8.738841184602368,class2
0.7618225551156486,0.15365302678920634,class0
5.3543017245766595,5.064850933373667,class1
4.5724260008373765,4.934303079163135,class1
4.527755287512256,5.282792152794881,class1
0.04750706595974638,0.1563282455898234,class0
10.02906135282032,9.532859851470496,class2
0.7177693281279749,0.8753205409810649,class0
1.0532220650478807,0.9834785527467632,class0
-0.7150840355521912,0.09380526157701952,class0
6.2056305930443525,5.3669179381383625,class1
3.3221801205257213,3.723053344290085,class1
10.13004635224319,10.94965993148865,class2
4.77842102367295,5.594765125910756,class1
-0.6410563267606466,-0.08998879883003646,class0
9.852881256692827,10.096326953392765,class2
-0.17087484895311555,0.7381699553090086,class0
6.346940900321228,6.823241017842435,class1
-0.3872174522815357,-0.3544672062044248,class0
6.3416177125792395,6.514801809806871,class1
9.83200530446388,8.754751842704334,class2
-1.684995772076165,-0.5386537198994505,class0
11.166270238694423,10.811653489118475,class2
