@relation dataset_9

@attribute col0 numeric
@attribute col1 numeric
@attribute class {class0,class1,class2}

@data
-0.806069,-0.168271,class0
0.328553,-0.061637,class0
11.636443,11.571448,?
4.009925,4.115147,class1
-1.359674,0.426506,class0
-1.066803,-1.055187,class0
-0.252798,0.01745,class0
10.441134,9.961745,class2
4.504409,5.805148,class1
6.133061,6.302742,class1
9.620083,8.43817,class2
-1.718646,-2.028027,class0
9.237268,10.019289,class2
0.997355,0.46494,class0
-0.598076,-0.636222,class0
4.968132,5.073093,class1
5.573225,5.653255,class1
3.735357,3.466125,class1
0.697755,0.722036,class0
5.637855,5.060963,class1
11.9529,12.168075,class2
5.54112,6.159464,class1
3.512238,3.68138,class1
4.407433,3.96654,class1
4.135492,4.424029,class1
4.370682,4.769311,class1
8.104042,8.395507,class2
5.113863,5.042334,?
4.266164,4.768789,class1
10.879181,10.495917,class2
-0.174949,-0.868852,class0
-0.607219,-0.279328,?
9.601637,9.784238,class2
10.05245,9.879742,class2
9.855846,9.734669,class2
-0.200378,-0.891538,class0
5.511987,5.230428,class1
5.669878,5.930556,class1
0.180684,-0.360646,class0
0.359101,0.537197,class0
7.427624,7.675678,?
5.007424,4.632282,class1
11.207627,11.481067,class2
2.386292,1.180444,class0
3.490567,3.209143,class1
3.750849,4.08141,class1
4.555334,5.956185,class1
2.811537,3.199018,class1
9.535477,9.579172,class2
1.310728,1.243034,class0
9.151643,9.192112,class2
0.670448,0.571472,class0
-0.026581,-0.058314,class0
3.681043,2.857808,class1
3.434741,3.390668,class1
11.298309,10.953328,class2
1.366673,1.30784,class0
0.438671,1.123304,class0
8.264718,8.679321,class2
11.93547,12.940429,class2
10.863895,10.102959,class2
5.530841,4.72016,class1
9.29605,10.448612,class2
10.269963,10.973996,class2
4.309263,5.264753,class1
10.330595,10.382957,class2
0.342614,0.785945,class0
4.399134,4.146254,class1
4.261138,3.47619,class1
3.543441,3.43133,class1
8.9006,9.094107,class2
9.985619,9.705326,class2
4.572956,3.916638,class1
2.613258,2.107173,class0
10.593781,10.907838,class2
9.13011,9.501026,class2
-0.254489,-0.647834,class0
4.554133,4.714346,class1
-0.170882,-1.527269,class0
11.016489,10.48856,class2
0.301022,0.618396,class0
4.891347,4.84224,class1
4.650454,4.40447,class1
4.222341,3.52377,class1
-0.324145,-1.389593,class0
4.335324,4.465783,class1
10.658294,11.195286,class2
-0.102134,-0.450854,class0
1.324887,0.925798,class0
10.183286,10.89725,class2
-0.080786,-1.052773,?
9.742561,9.156524,class2
-0.132862,-0.621478,class0
9.962314,10.312823,class2
9.474436,8.619869,class2
-0.590305,-1.04534,class0
4.704224,4.909471,class1
-0.987886,-0.968051,class0
5.659744,5.538204,class1
-1.761202,-1.216901,class0
12.237502,11.172084,class2
0.300107,-0.021608,class0
12.162324,11.994232,class2
4.869047,3.927909,class1
-1.902251,-2.301757,class0
9.273234,10.294452,class2
10.354244,9.593725,class2
-0.176589,-0.302392,class0
4.412247,4.381714,class1
3.655064,4.748814,class1
10.411005,10.965227,class2
10.083406,8.657117,class2
9.679634,9.945666,class2
10.175497,9.618944,class2
7.012426,5.993186,class1
-0.934158,-0.298761,class0
-0.484005,0.080634,class0
9.231399,9.310367,class2
4.968433,6.359652,class1
10.715136,10.107078,class2
6.446303,5.979133,class1
-1.626795,-1.57662,class0
9.073932,9.851715,class2
10.230717,10.008731,class2
